Unnamed: 0,tmsp,country,amount,success,PSP,3D_secured,card,attempt_group,hour,day_of_week,PSP_encoded,card_encoded
10727,2019-01-11 20:21:57,Germany,278,0,Moneycard,1,Diners,5329,20,4,1,0
10728,2019-01-11 20:22:36,Germany,278,0,UK_Card,1,Diners,5330,20,4,3,0
10729,2019-01-11 20:24:56,Germany,56,0,UK_Card,1,Visa,5330,20,4,3,2
10730,2019-01-11 20:25:21,Germany,56,0,Moneycard,1,Visa,5331,20,4,1,2
10731,2019-01-11 20:26:13,Germany,56,1,Simplecard,1,Visa,5332,20,4,2,2
10732,2019-01-11 20:27:24,Germany,116,0,UK_Card,1,Master,5332,20,4,3,1
10733,2019-01-11 20:27:47,Germany,116,0,Simplecard,1,Master,5333,20,4,2,1
10734,2019-01-11 20:28:53,Switzerland,207,0,UK_Card,0,Master,5333,20,4,3,1
10735,2019-01-11 20:29:28,Switzerland,207,1,UK_Card,0,Master,5334,20,4,3,1
10736,2019-01-11 20:30:49,Germany,299,0,UK_Card,0,Diners,5334,20,4,3,0
10737,2019-01-11 20:31:09,Germany,299,0,UK_Card,0,Diners,5335,20,4,3,0
10738,2019-01-11 20:32:08,Germany,299,0,Moneycard,0,Diners,5336,20,4,1,0
10739,2019-01-11 20:34:16,Germany,248,0,UK_Card,0,Master,5336,20,4,3,1
10740,2019-01-11 20:35:16,Germany,248,0,Goldcard,0,Master,5336,20,4,0,1
10741,2019-01-11 20:37:20,Germany,28,0,Goldcard,0,Visa,5336,20,4,0,2
10742,2019-01-11 20:38:22,Switzerland,157,0,UK_Card,0,Visa,5336,20,4,3,2
10743,2019-01-11 20:38:53,Switzerland,157,0,Simplecard,0,Visa,5337,20,4,2,2
10744,2019-01-11 20:40:28,Germany,115,0,Goldcard,0,Diners,5337,20,4,0,0
10745,2019-01-11 20:45:07,Switzerland,386,0,UK_Card,0,Master,5337,20,4,3,1
10746,2019-01-11 20:45:55,Switzerland,386,0,Moneycard,0,Master,5338,20,4,1,1
10747,2019-01-11 20:46:15,Switzerland,386,0,UK_Card,0,Master,5339,20,4,3,1
10748,2019-01-11 20:47:37,Germany,189,0,Simplecard,0,Master,5339,20,4,2,1
10749,2019-01-11 20:48:07,Germany,189,1,UK_Card,0,Master,5340,20,4,3,1
10750,2019-01-11 20:49:25,Germany,298,0,UK_Card,0,Master,5340,20,4,3,1
10751,2019-01-11 20:49:44,Germany,298,0,Moneycard,0,Master,5341,20,4,1,1
10752,2019-01-11 20:49:52,Germany,298,0,UK_Card,0,Master,5342,20,4,3,1
10753,2019-01-11 20:50:38,Germany,298,0,Simplecard,0,Master,5343,20,4,2,1
10754,2019-01-11 20:51:27,Germany,298,0,Simplecard,0,Master,5344,20,4,2,1
10755,2019-01-11 20:52:34,Switzerland,185,0,Moneycard,0,Master,5344,20,4,1,1
10756,2019-01-11 20:52:42,Switzerland,185,0,Moneycard,0,Master,5345,20,4,1,1
10757,2019-01-11 20:53:15,Switzerland,185,1,UK_Card,0,Master,5346,20,4,3,1
10758,2019-01-11 20:58:38,Germany,65,0,UK_Card,0,Visa,5346,20,4,3,2
10759,2019-01-11 20:59:31,Germany,65,0,UK_Card,0,Visa,5347,20,4,3,2
10760,2019-01-11 21:04:00,Austria,262,0,Moneycard,0,Diners,5347,21,4,1,0
10761,2019-01-11 21:08:02,Germany,379,0,UK_Card,0,Master,5347,21,4,3,1
10762,2019-01-11 21:10:30,Austria,68,0,Moneycard,0,Master,5347,21,4,1,1
10763,2019-01-11 21:11:37,Austria,32,0,UK_Card,0,Diners,5347,21,4,3,0
10764,2019-01-11 21:12:23,Austria,32,1,UK_Card,0,Diners,5348,21,4,3,0
10765,2019-01-11 21:14:17,Austria,275,0,UK_Card,1,Master,5348,21,4,3,1
10766,2019-01-11 21:15:49,Austria,342,1,UK_Card,0,Visa,5348,21,4,3,2
10767,2019-01-11 21:20:41,Austria,137,0,Simplecard,1,Visa,5348,21,4,2,2
10768,2019-01-11 21:21:48,Austria,285,1,Simplecard,0,Visa,5348,21,4,2,2
10769,2019-01-11 21:22:55,Austria,237,0,UK_Card,0,Master,5348,21,4,3,1
10770,2019-01-11 21:23:22,Austria,237,0,UK_Card,0,Master,5349,21,4,3,1
10771,2019-01-11 21:24:43,Germany,189,0,Goldcard,1,Master,5349,21,4,0,1
10772,2019-01-11 21:27:50,Germany,230,1,UK_Card,0,Master,5349,21,4,3,1
10773,2019-01-11 21:28:59,Austria,328,1,Moneycard,1,Diners,5349,21,4,1,0
10774,2019-01-11 21:30:08,Germany,275,0,Simplecard,0,Diners,5349,21,4,2,0
10775,2019-01-11 21:30:55,Germany,275,0,Moneycard,0,Diners,5350,21,4,1,0
10776,2019-01-11 21:31:33,Germany,275,0,UK_Card,0,Diners,5351,21,4,3,0
10777,2019-01-11 21:33:04,Germany,415,0,Moneycard,0,Visa,5351,21,4,1,2
10778,2019-01-11 21:34:21,Germany,150,0,Moneycard,0,Master,5351,21,4,1,1
10779,2019-01-11 21:35:34,Germany,348,0,UK_Card,0,Master,5351,21,4,3,1
10780,2019-01-11 21:36:24,Germany,348,0,UK_Card,0,Master,5352,21,4,3,1
10781,2019-01-11 21:36:53,Germany,348,0,Moneycard,0,Master,5353,21,4,1,1
10782,2019-01-11 21:40:25,Germany,98,0,Moneycard,0,Master,5353,21,4,1,1
10783,2019-01-11 21:46:51,Germany,172,0,Moneycard,0,Master,5353,21,4,1,1
10784,2019-01-11 21:47:17,Germany,172,0,Simplecard,0,Master,5354,21,4,2,1
10785,2019-01-11 21:47:21,Germany,172,0,UK_Card,0,Master,5355,21,4,3,1
10786,2019-01-11 21:48:20,Germany,172,0,Simplecard,0,Master,5356,21,4,2,1
10787,2019-01-11 21:53:35,Germany,323,0,Simplecard,0,Master,5356,21,4,2,1
10788,2019-01-11 21:56:10,Switzerland,276,0,Simplecard,1,Master,5356,21,4,2,1
10789,2019-01-11 21:57:36,Austria,230,0,UK_Card,0,Master,5356,21,4,3,1
10790,2019-01-11 21:57:39,Austria,230,1,Simplecard,0,Master,5357,21,4,2,1
10791,2019-01-11 22:04:23,Switzerland,242,0,UK_Card,1,Visa,5357,22,4,3,2
10792,2019-01-11 22:06:56,Switzerland,91,0,UK_Card,0,Visa,5357,22,4,3,2
10793,2019-01-11 22:07:12,Switzerland,91,1,UK_Card,0,Visa,5358,22,4,3,2
10794,2019-01-11 22:09:47,Germany,293,0,Moneycard,0,Visa,5358,22,4,1,2
10795,2019-01-11 22:11:24,Germany,228,0,Moneycard,0,Visa,5358,22,4,1,2
10796,2019-01-11 22:11:44,Germany,228,0,UK_Card,0,Visa,5359,22,4,3,2
10797,2019-01-11 22:14:22,Germany,228,0,UK_Card,1,Master,5359,22,4,3,1
10798,2019-01-11 22:15:11,Germany,228,0,UK_Card,1,Master,5360,22,4,3,1
10799,2019-01-11 22:16:37,Germany,160,1,UK_Card,0,Visa,5360,22,4,3,2
10800,2019-01-11 22:20:30,Austria,352,0,UK_Card,0,Master,5360,22,4,3,1
10801,2019-01-11 22:20:41,Austria,352,0,Moneycard,0,Master,5361,22,4,1,1
10802,2019-01-11 22:21:34,Austria,352,0,Moneycard,0,Master,5362,22,4,1,1
10803,2019-01-11 22:22:57,Germany,243,0,UK_Card,0,Master,5362,22,4,3,1
10804,2019-01-11 22:25:24,Austria,232,0,Simplecard,0,Diners,5362,22,4,2,0
10805,2019-01-11 22:26:02,Austria,232,1,Moneycard,0,Diners,5363,22,4,1,0
10806,2019-01-11 22:27:14,Germany,351,0,Moneycard,0,Master,5363,22,4,1,1
10807,2019-01-11 22:29:43,Germany,138,1,Moneycard,0,Diners,5363,22,4,1,0
10808,2019-01-11 22:30:53,Germany,169,0,UK_Card,0,Master,5363,22,4,3,1
10809,2019-01-11 22:31:18,Germany,169,1,Goldcard,0,Master,5364,22,4,0,1
10810,2019-01-11 22:34:26,Switzerland,41,0,Simplecard,0,Visa,5364,22,4,2,2
10811,2019-01-11 22:34:29,Switzerland,41,1,Moneycard,0,Visa,5365,22,4,1,2
10812,2019-01-11 22:42:11,Germany,64,0,UK_Card,1,Master,5365,22,4,3,1
10813,2019-01-11 22:42:20,Germany,64,1,Moneycard,1,Master,5366,22,4,1,1
10814,2019-01-11 22:45:36,Austria,254,0,Moneycard,0,Master,5366,22,4,1,1
10815,2019-01-11 22:45:42,Austria,254,0,Simplecard,0,Master,5367,22,4,2,1
10816,2019-01-11 22:48:58,Germany,285,0,UK_Card,0,Master,5367,22,4,3,1
10817,2019-01-11 22:51:59,Austria,172,0,Moneycard,0,Diners,5367,22,4,1,0
10818,2019-01-11 22:54:44,Austria,318,0,Goldcard,0,Diners,5367,22,4,0,0
10819,2019-01-11 22:58:18,Germany,118,0,Moneycard,1,Master,5367,22,4,1,1
10820,2019-01-11 22:58:42,Germany,118,0,Moneycard,1,Master,5368,22,4,1,1
10821,2019-01-11 23:01:26,Germany,340,1,UK_Card,1,Master,5368,23,4,3,1
10822,2019-01-11 23:02:47,Switzerland,170,0,UK_Card,0,Visa,5368,23,4,3,2
10823,2019-01-11 23:02:58,Switzerland,170,1,Simplecard,0,Visa,5369,23,4,2,2
10824,2019-01-11 23:07:27,Germany,192,0,Simplecard,1,Visa,5369,23,4,2,2
10825,2019-01-11 23:08:28,Austria,227,1,Moneycard,0,Master,5369,23,4,1,1
10826,2019-01-11 23:09:30,Germany,123,1,Simplecard,1,Master,5369,23,4,2,1
10827,2019-01-11 23:11:00,Germany,212,0,Moneycard,1,Master,5369,23,4,1,1
10828,2019-01-11 23:11:31,Germany,212,0,UK_Card,1,Master,5370,23,4,3,1
10829,2019-01-11 23:12:32,Germany,356,0,Simplecard,0,Visa,5370,23,4,2,2
10830,2019-01-11 23:12:54,Germany,356,1,Simplecard,0,Visa,5371,23,4,2,2
10831,2019-01-11 23:14:12,Germany,303,0,UK_Card,0,Visa,5371,23,4,3,2
10832,2019-01-11 23:14:55,Germany,303,0,Simplecard,0,Visa,5372,23,4,2,2
10833,2019-01-11 23:16:25,Austria,252,0,Moneycard,0,Visa,5372,23,4,1,2
10834,2019-01-11 23:20:20,Switzerland,64,0,Simplecard,0,Master,5372,23,4,2,1
10835,2019-01-11 23:21:35,Germany,250,0,UK_Card,0,Master,5372,23,4,3,1
10836,2019-01-11 23:26:20,Germany,217,0,Moneycard,0,Visa,5372,23,4,1,2
10837,2019-01-11 23:27:18,Germany,217,1,Moneycard,0,Visa,5373,23,4,1,2
10838,2019-01-11 23:31:00,Germany,268,0,Simplecard,1,Master,5373,23,4,2,1
10839,2019-01-11 23:34:37,Switzerland,221,1,UK_Card,1,Master,5373,23,4,3,1
10840,2019-01-11 23:35:55,Switzerland,130,0,UK_Card,0,Diners,5373,23,4,3,0
10841,2019-01-11 23:37:09,Germany,288,0,UK_Card,0,Master,5373,23,4,3,1
10842,2019-01-11 23:37:27,Germany,288,0,UK_Card,0,Master,5374,23,4,3,1
10843,2019-01-11 23:39:30,Switzerland,27,0,UK_Card,0,Diners,5374,23,4,3,0
10844,2019-01-11 23:39:34,Switzerland,27,0,UK_Card,0,Diners,5375,23,4,3,0
10845,2019-01-11 23:40:10,Switzerland,27,0,Moneycard,0,Diners,5376,23,4,1,0
10846,2019-01-11 23:40:54,Switzerland,27,0,UK_Card,0,Diners,5377,23,4,3,0
10847,2019-01-11 23:43:17,Austria,345,0,Simplecard,0,Master,5377,23,4,2,1
10848,2019-01-11 23:43:28,Austria,345,0,UK_Card,0,Master,5378,23,4,3,1
10849,2019-01-11 23:46:09,Switzerland,337,1,Goldcard,1,Master,5378,23,4,0,1
10850,2019-01-11 23:48:47,Switzerland,221,0,UK_Card,0,Visa,5378,23,4,3,2
10851,2019-01-11 23:49:05,Switzerland,221,0,UK_Card,0,Visa,5379,23,4,3,2
10852,2019-01-11 23:50:18,Germany,41,0,Simplecard,0,Master,5379,23,4,2,1
10853,2019-01-11 23:50:58,Germany,41,0,UK_Card,0,Master,5380,23,4,3,1
10854,2019-01-11 23:51:33,Germany,41,1,Simplecard,0,Master,5381,23,4,2,1
10855,2019-01-11 23:53:46,Germany,130,1,UK_Card,0,Diners,5381,23,4,3,0
10856,2019-01-11 23:55:37,Germany,299,0,UK_Card,1,Master,5381,23,4,3,1
10857,2019-01-11 23:55:58,Germany,299,0,UK_Card,1,Master,5382,23,4,3,1
10858,2019-01-11 23:56:05,Germany,299,0,UK_Card,1,Master,5383,23,4,3,1
10859,2019-01-11 23:56:14,Germany,299,1,Moneycard,1,Master,5384,23,4,1,1
10860,2019-01-11 23:58:31,Germany,358,0,Moneycard,0,Master,5384,23,4,1,1
10861,2019-01-12 00:01:44,Germany,219,0,Simplecard,0,Master,5384,0,5,2,1
10862,2019-01-12 00:05:14,Germany,234,0,UK_Card,1,Master,5384,0,5,3,1
10863,2019-01-12 00:05:19,Germany,234,0,UK_Card,1,Master,5385,0,5,3,1
10864,2019-01-12 00:07:54,Germany,199,0,Simplecard,1,Master,5385,0,5,2,1
10865,2019-01-12 00:08:41,Germany,199,0,UK_Card,1,Master,5386,0,5,3,1
10866,2019-01-12 00:08:43,Germany,199,0,Moneycard,1,Master,5387,0,5,1,1
10867,2019-01-12 00:08:46,Germany,199,1,UK_Card,1,Master,5388,0,5,3,1
10868,2019-01-12 00:11:20,Austria,417,0,UK_Card,0,Master,5388,0,5,3,1
10869,2019-01-12 00:12:22,Germany,280,0,UK_Card,0,Master,5388,0,5,3,1
10870,2019-01-12 00:12:22,Germany,280,0,UK_Card,0,Master,5389,0,5,3,1
10871,2019-01-12 00:12:32,Germany,280,0,Simplecard,0,Master,5390,0,5,2,1
10872,2019-01-12 00:13:58,Switzerland,134,0,Moneycard,0,Visa,5390,0,5,1,2
10873,2019-01-12 00:18:00,Austria,268,1,Simplecard,0,Visa,5390,0,5,2,2
10874,2019-01-12 00:23:53,Austria,200,0,UK_Card,0,Master,5390,0,5,3,1
10875,2019-01-12 00:23:57,Austria,200,0,UK_Card,0,Master,5391,0,5,3,1
10876,2019-01-12 00:24:05,Austria,200,1,UK_Card,0,Master,5392,0,5,3,1
10877,2019-01-12 00:25:34,Switzerland,290,0,Simplecard,0,Master,5392,0,5,2,1
10878,2019-01-12 00:29:09,Switzerland,241,0,Moneycard,1,Master,5392,0,5,1,1
10879,2019-01-12 00:29:13,Switzerland,241,0,UK_Card,1,Master,5393,0,5,3,1
10880,2019-01-12 00:30:23,Switzerland,202,0,UK_Card,0,Master,5393,0,5,3,1
10881,2019-01-12 00:35:41,Austria,188,0,UK_Card,0,Master,5393,0,5,3,1
10882,2019-01-12 00:35:47,Austria,188,0,UK_Card,0,Master,5394,0,5,3,1
10883,2019-01-12 00:35:56,Austria,188,0,UK_Card,0,Master,5395,0,5,3,1
10884,2019-01-12 00:36:01,Austria,188,0,Moneycard,0,Master,5396,0,5,1,1
10885,2019-01-12 00:37:21,Germany,344,0,Moneycard,0,Visa,5396,0,5,1,2
10886,2019-01-12 00:42:59,Austria,193,0,UK_Card,1,Master,5396,0,5,3,1
10887,2019-01-12 00:43:31,Austria,193,0,Moneycard,1,Master,5397,0,5,1,1
10888,2019-01-12 00:47:10,Germany,121,0,UK_Card,0,Visa,5397,0,5,3,2
10889,2019-01-12 00:49:28,Switzerland,216,0,Simplecard,0,Master,5397,0,5,2,1
10890,2019-01-12 00:51:11,Switzerland,249,0,UK_Card,1,Master,5397,0,5,3,1
10891,2019-01-12 00:51:52,Switzerland,249,1,Moneycard,1,Master,5398,0,5,1,1
10892,2019-01-12 00:55:04,Germany,406,0,Simplecard,0,Master,5398,0,5,2,1
10893,2019-01-12 00:55:14,Germany,406,0,UK_Card,0,Master,5399,0,5,3,1
10894,2019-01-12 00:56:43,Germany,569,0,Moneycard,1,Master,5399,0,5,1,1
10895,2019-01-12 01:00:20,Germany,219,0,UK_Card,0,Master,5399,1,5,3,1
10896,2019-01-12 01:02:48,Switzerland,216,0,Goldcard,0,Master,5399,1,5,0,1
10897,2019-01-12 01:03:51,Austria,72,0,Simplecard,1,Master,5399,1,5,2,1
10898,2019-01-12 01:08:05,Germany,169,0,UK_Card,0,Master,5399,1,5,3,1
10899,2019-01-12 01:08:19,Germany,169,1,UK_Card,0,Master,5400,1,5,3,1
10900,2019-01-12 01:09:35,Germany,119,0,UK_Card,1,Master,5400,1,5,3,1
10901,2019-01-12 01:09:43,Germany,119,1,UK_Card,1,Master,5401,1,5,3,1
10902,2019-01-12 01:13:41,Austria,145,0,UK_Card,0,Master,5401,1,5,3,1
10903,2019-01-12 01:14:34,Austria,145,0,UK_Card,0,Master,5402,1,5,3,1
10904,2019-01-12 01:14:50,Austria,145,1,Moneycard,0,Master,5403,1,5,1,1
10905,2019-01-12 01:15:56,Germany,57,0,UK_Card,0,Master,5403,1,5,3,1
10906,2019-01-12 01:16:16,Germany,57,0,UK_Card,0,Master,5404,1,5,3,1
10907,2019-01-12 01:22:04,Germany,338,0,Moneycard,1,Visa,5404,1,5,1,2
10908,2019-01-12 01:25:00,Austria,181,0,UK_Card,0,Master,5404,1,5,3,1
10909,2019-01-12 01:25:49,Austria,181,1,UK_Card,0,Master,5405,1,5,3,1
10910,2019-01-12 01:29:45,Germany,190,0,UK_Card,1,Master,5405,1,5,3,1
10911,2019-01-12 01:29:47,Germany,190,1,UK_Card,1,Master,5406,1,5,3,1
10912,2019-01-12 01:33:06,Germany,322,0,Moneycard,1,Visa,5406,1,5,1,2
10913,2019-01-12 01:37:30,Germany,173,0,Moneycard,0,Master,5406,1,5,1,1
10914,2019-01-12 01:39:04,Switzerland,205,0,UK_Card,0,Visa,5406,1,5,3,2
10915,2019-01-12 01:39:38,Switzerland,205,0,UK_Card,0,Visa,5407,1,5,3,2
10916,2019-01-12 01:43:09,Germany,343,0,Moneycard,0,Visa,5407,1,5,1,2
10917,2019-01-12 01:45:57,Austria,286,0,UK_Card,0,Visa,5407,1,5,3,2
10918,2019-01-12 01:46:27,Austria,286,0,UK_Card,0,Visa,5408,1,5,3,2
10919,2019-01-12 01:46:57,Austria,286,0,UK_Card,0,Visa,5409,1,5,3,2
10920,2019-01-12 01:47:14,Austria,286,0,UK_Card,0,Visa,5410,1,5,3,2
10921,2019-01-12 01:47:41,Austria,286,0,UK_Card,0,Visa,5411,1,5,3,2
10922,2019-01-12 01:49:47,Germany,138,0,Goldcard,0,Visa,5411,1,5,0,2
10923,2019-01-12 01:49:57,Germany,138,0,Simplecard,0,Visa,5412,1,5,2,2
10924,2019-01-12 01:50:50,Germany,138,1,UK_Card,0,Visa,5413,1,5,3,2
10925,2019-01-12 01:54:38,Germany,162,0,Goldcard,0,Master,5413,1,5,0,1
10926,2019-01-12 01:55:59,Switzerland,171,0,Simplecard,0,Diners,5413,1,5,2,0
10927,2019-01-12 01:57:34,Germany,217,0,Simplecard,1,Master,5413,1,5,2,1
10928,2019-01-12 02:06:22,Switzerland,146,0,Goldcard,0,Visa,5413,2,5,0,2
10929,2019-01-12 02:06:58,Switzerland,146,0,Simplecard,0,Visa,5414,2,5,2,2
10930,2019-01-12 02:08:14,Switzerland,147,0,UK_Card,0,Master,5414,2,5,3,1
10931,2019-01-12 02:09:42,Germany,276,0,UK_Card,0,Visa,5414,2,5,3,2
10932,2019-01-12 02:12:06,Austria,70,0,Simplecard,0,Master,5414,2,5,2,1
10933,2019-01-12 02:14:13,Germany,78,0,Simplecard,1,Master,5414,2,5,2,1
10934,2019-01-12 02:14:34,Germany,78,1,UK_Card,1,Master,5415,2,5,3,1
10935,2019-01-12 02:18:43,Germany,218,0,Simplecard,0,Master,5415,2,5,2,1
10936,2019-01-12 02:19:50,Switzerland,138,0,Moneycard,0,Visa,5415,2,5,1,2
10937,2019-01-12 02:20:49,Switzerland,138,0,UK_Card,0,Visa,5416,2,5,3,2
10938,2019-01-12 02:21:20,Switzerland,138,0,Moneycard,0,Visa,5417,2,5,1,2
10939,2019-01-12 02:22:27,Germany,271,0,UK_Card,0,Master,5417,2,5,3,1
10940,2019-01-12 02:27:19,Germany,39,0,Simplecard,0,Master,5417,2,5,2,1
10941,2019-01-12 02:27:50,Germany,39,1,Simplecard,0,Master,5418,2,5,2,1
10942,2019-01-12 02:29:12,Germany,337,1,UK_Card,1,Master,5418,2,5,3,1
10943,2019-01-12 02:32:00,Switzerland,82,0,UK_Card,0,Diners,5418,2,5,3,0
10944,2019-01-12 02:33:48,Switzerland,286,0,Simplecard,1,Diners,5418,2,5,2,0
10945,2019-01-12 02:34:12,Switzerland,286,0,UK_Card,1,Diners,5419,2,5,3,0
10946,2019-01-12 02:35:39,Austria,37,0,UK_Card,0,Visa,5419,2,5,3,2
10947,2019-01-12 02:38:54,Switzerland,102,0,Goldcard,0,Master,5419,2,5,0,1
10948,2019-01-12 02:39:30,Switzerland,102,0,UK_Card,0,Master,5420,2,5,3,1
10949,2019-01-12 02:39:44,Switzerland,102,0,Simplecard,0,Master,5421,2,5,2,1
10950,2019-01-12 02:40:32,Switzerland,102,0,UK_Card,0,Master,5422,2,5,3,1
10951,2019-01-12 02:42:02,Switzerland,382,0,UK_Card,0,Master,5422,2,5,3,1
10952,2019-01-12 02:43:19,Austria,103,0,UK_Card,0,Master,5422,2,5,3,1
10953,2019-01-12 02:43:36,Austria,103,0,Simplecard,0,Master,5423,2,5,2,1
10954,2019-01-12 02:44:36,Austria,103,0,UK_Card,0,Master,5423,2,5,3,1
10955,2019-01-12 02:45:16,Austria,103,0,Simplecard,0,Master,5424,2,5,2,1
10956,2019-01-12 02:46:00,Austria,103,1,Simplecard,0,Master,5425,2,5,2,1
10957,2019-01-12 02:47:36,Switzerland,208,0,Moneycard,0,Visa,5425,2,5,1,2
10958,2019-01-12 02:47:39,Switzerland,208,0,Simplecard,0,Visa,5426,2,5,2,2
10959,2019-01-12 02:47:50,Switzerland,208,0,UK_Card,0,Visa,5427,2,5,3,2
10960,2019-01-12 02:50:06,Germany,278,0,UK_Card,0,Master,5427,2,5,3,1
10961,2019-01-12 02:54:14,Switzerland,271,0,Moneycard,0,Visa,5427,2,5,1,2
10962,2019-01-12 03:01:36,Germany,119,0,UK_Card,0,Diners,5427,3,5,3,0
10963,2019-01-12 03:02:06,Germany,119,0,Simplecard,0,Diners,5428,3,5,2,0
10964,2019-01-12 03:03:01,Germany,119,0,UK_Card,0,Diners,5429,3,5,3,0
10965,2019-01-12 03:04:09,Austria,110,0,UK_Card,0,Master,5429,3,5,3,1
10966,2019-01-12 03:04:22,Austria,110,1,UK_Card,0,Master,5430,3,5,3,1
10967,2019-01-12 03:16:26,Germany,140,1,UK_Card,0,Visa,5430,3,5,3,2
10968,2019-01-12 03:20:40,Germany,94,0,UK_Card,1,Diners,5430,3,5,3,0
10969,2019-01-12 03:21:18,Germany,94,0,UK_Card,1,Diners,5431,3,5,3,0
10970,2019-01-12 03:21:43,Germany,94,0,Moneycard,1,Diners,5432,3,5,1,0
10971,2019-01-12 03:22:24,Germany,94,0,UK_Card,1,Diners,5433,3,5,3,0
10972,2019-01-12 03:23:09,Germany,94,0,UK_Card,1,Diners,5434,3,5,3,0
10973,2019-01-12 03:23:39,Germany,94,0,UK_Card,1,Diners,5435,3,5,3,0
10974,2019-01-12 03:23:50,Germany,94,0,UK_Card,1,Diners,5436,3,5,3,0
10975,2019-01-12 03:23:51,Germany,94,0,Simplecard,1,Diners,5437,3,5,2,0
10976,2019-01-12 03:24:38,Germany,94,0,UK_Card,1,Diners,5438,3,5,3,0
10977,2019-01-12 03:26:56,Switzerland,156,0,Moneycard,0,Visa,5438,3,5,1,2
10978,2019-01-12 03:28:42,Switzerland,248,0,Moneycard,0,Visa,5438,3,5,1,2
10979,2019-01-12 03:34:00,Austria,439,1,Moneycard,0,Master,5438,3,5,1,1
10980,2019-01-12 03:37:47,Germany,135,0,UK_Card,1,Master,5438,3,5,3,1
10981,2019-01-12 03:38:42,Germany,135,0,Simplecard,1,Master,5439,3,5,2,1
10982,2019-01-12 03:39:31,Germany,135,0,UK_Card,1,Master,5440,3,5,3,1
10983,2019-01-12 03:40:30,Germany,135,0,Simplecard,1,Master,5441,3,5,2,1
10984,2019-01-12 03:41:15,Germany,135,0,Moneycard,1,Master,5442,3,5,1,1
10985,2019-01-12 03:42:02,Germany,135,0,Moneycard,1,Master,5443,3,5,1,1
10986,2019-01-12 03:42:45,Germany,135,0,UK_Card,1,Master,5444,3,5,3,1
10987,2019-01-12 03:45:02,Germany,223,0,Moneycard,0,Master,5444,3,5,1,1
10988,2019-01-12 03:47:25,Switzerland,128,0,Simplecard,1,Master,5444,3,5,2,1
10989,2019-01-12 03:50:27,Austria,222,0,UK_Card,1,Diners,5444,3,5,3,0
10990,2019-01-12 03:51:24,Austria,222,0,Moneycard,1,Diners,5445,3,5,1,0
10991,2019-01-12 03:54:24,Switzerland,292,0,UK_Card,1,Master,5445,3,5,3,1
10992,2019-01-12 03:55:20,Switzerland,292,0,UK_Card,1,Master,5446,3,5,3,1
10993,2019-01-12 03:55:39,Switzerland,292,0,UK_Card,1,Master,5447,3,5,3,1
10994,2019-01-12 03:57:22,Austria,101,1,UK_Card,0,Master,5447,3,5,3,1
10995,2019-01-12 03:58:46,Austria,66,0,UK_Card,0,Master,5447,3,5,3,1
10996,2019-01-12 04:00:40,Germany,113,0,Simplecard,0,Master,5447,4,5,2,1
10997,2019-01-12 04:01:28,Germany,113,0,UK_Card,0,Master,5448,4,5,3,1
10998,2019-01-12 04:01:44,Germany,113,0,UK_Card,0,Master,5449,4,5,3,1
10999,2019-01-12 04:02:20,Germany,113,0,Moneycard,0,Master,5450,4,5,1,1
11000,2019-01-12 04:03:51,Switzerland,156,0,Simplecard,0,Master,5450,4,5,2,1
11001,2019-01-12 04:09:26,Germany,16,1,Moneycard,1,Visa,5450,4,5,1,2
11002,2019-01-12 04:11:12,Germany,156,0,UK_Card,1,Diners,5450,4,5,3,0
11003,2019-01-12 04:11:35,Germany,156,0,UK_Card,1,Diners,5451,4,5,3,0
11004,2019-01-12 04:12:21,Germany,156,1,UK_Card,1,Diners,5452,4,5,3,0
11005,2019-01-12 04:14:01,Germany,359,0,Moneycard,0,Master,5452,4,5,1,1
11006,2019-01-12 04:14:49,Germany,359,0,UK_Card,0,Master,5453,4,5,3,1
11007,2019-01-12 04:15:11,Germany,359,0,UK_Card,0,Master,5454,4,5,3,1
11008,2019-01-12 04:15:16,Germany,359,0,UK_Card,0,Master,5455,4,5,3,1
11009,2019-01-12 04:17:52,Switzerland,340,0,UK_Card,0,Master,5455,4,5,3,1
11010,2019-01-12 04:18:37,Switzerland,340,0,Moneycard,0,Master,5456,4,5,1,1
11011,2019-01-12 04:19:17,Switzerland,340,0,UK_Card,0,Master,5457,4,5,3,1
11012,2019-01-12 04:19:37,Switzerland,340,1,Moneycard,0,Master,5458,4,5,1,1
11013,2019-01-12 04:21:23,Germany,84,1,UK_Card,1,Master,5458,4,5,3,1
11014,2019-01-12 04:25:52,Germany,219,0,Simplecard,0,Visa,5458,4,5,2,2
11015,2019-01-12 04:27:01,Germany,70,0,Moneycard,1,Master,5458,4,5,1,1
11016,2019-01-12 04:27:14,Germany,70,0,UK_Card,1,Master,5459,4,5,3,1
11017,2019-01-12 04:32:01,Germany,188,1,Moneycard,0,Diners,5459,4,5,1,0
11018,2019-01-12 04:33:48,Germany,143,0,Moneycard,0,Master,5459,4,5,1,1
11019,2019-01-12 04:38:30,Germany,118,0,Simplecard,0,Diners,5459,4,5,2,0
11020,2019-01-12 04:40:49,Germany,172,1,Goldcard,0,Diners,5459,4,5,0,0
11021,2019-01-12 04:50:28,Switzerland,203,0,UK_Card,1,Diners,5459,4,5,3,0
11022,2019-01-12 04:50:39,Switzerland,203,1,Moneycard,1,Diners,5460,4,5,1,0
11023,2019-01-12 04:55:15,Austria,213,0,UK_Card,0,Master,5460,4,5,3,1
